timestamp,velocity,acceleration,movement_variance,gaze_deviation,blink,valid_pose,valid_face,valid_combined
1788619777.6998398,0.0,0.0,0.0,False,False,True,True,True
1788619777.908036,0.0,0.0,0.0,False,False,True,True,True
1788619777.9911435,1.3396498578823406,10.25463535085391,0.0034235047802791117,False,False,True,True,True
1788619778.0897226,0.2983697396709089,10.563415486385068,0.0021946473112682352,False,False,True,True,True
1788619778.1851342,0.47917566916277643,1.8806582033053,0.0006001171966995425,False,False,True,True,True
1788619778.297641,3.637699200570506,27.992916298423072,0.03127827012484215,False,False,True,True,True
1788619778.393529,1.9669861647373554,17.386211818654314,0.023538571423094786,False,False,True,True,True
1788619778.4922862,3.240812878011178,12.869667383366972,0.030242940669217937,False,False,True,True,True
1788619778.5827823,0.45455177057804874,30.802896439725053,0.015964182553967622,False,False,True,True,True
1788619778.7155178,0.3301886876857023,0.9341473038469593,0.0007585464170732546,False,False,True,True,True
1788619778.7944229,4.232684648018303,49.47583368086601,0.02143091333664753,False,False,True,True,True
1788619778.8927376,4.8538407114302125,6.657635358598464,0.031643737952917174,False,False,True,True,True
1788619778.9848456,4.484227512588861,3.9896087428070404,0.03534113581797582,False,False,True,True,True
1788619779.101199,2.4377927497406184,17.596075830586507,0.06397957488737775,False,False,True,True,True
1788619779.1977503,4.48710806010411,20.904011876542015,0.025709871015969575,False,False,True,True,True
1788619779.2897615,3.3956352144822692,12.143914041742333,0.02692852081770847,False,False,True,True,True
1788619779.3847778,3.7794982167401963,3.9696948857541363,0.01970419159840721,False,False,True,True,True
1788619779.503632,0.7870041714947141,25.054128977855633,0.029168163066553156,False,False,True,True,True
1788619779.595455,0.7262185922424279,0.5807965222877415,0.002039617474616993,False,False,True,True,True
1788619779.689052,1.4135466951830313,7.397091374420757,0.003410471260141947,False,False,True,True,True
1788619779.799386,0.5724180325841264,7.567216280796739,0.003970595218634461,False,False,True,True,True
1788619779.8951888,1.6915895521638966,11.773954597382174,0.004180461441963215,False,False,True,True,True
1788619779.99816,0.6734637332629481,10.117276939672118,0.0049507323401420875,False,False,True,True,True
1788619780.09523,2.4938775332895045,18.699114792626915,0.010914896236659439,False,False,True,True,True
1788619780.2031956,1.7294791274446049,7.1897981684540255,0.008988308157474933,False,False,True,True,True
1788619780.2998822,1.6157668265400111,1.2081532008448999,0.013541882525834804,False,False,True,True,True
1788619780.3980956,1.8241892956233021,2.2310969035242842,0.006542735368034095,False,False,True,True,True
1788619780.4878154,2.5097813315868938,7.620707966708998,0.0075360193008815884,False,False,True,True,True
1788619780.6055174,0.2851154212845123,18.74589533739512,0.007939707374457669,False,False,True,True,True
1788619780.6982012,0.5490261369252003,2.8574213127619683,0.0004913631869895133,False,False,True,True,True
1788619780.7880964,0.6920521634079714,1.595863191942829,0.001189835188237905,False,False,True,True,True
1788619780.8906887,1.033033379159873,3.4189924917312595,0.0018639883016765366,False,False,True,True,True
1788619781.0027316,1.0833708603799568,0.2696186780830508,0.0026487909993656708,False,False,True,True,True
1788619781.0999532,3.7116873718297225,26.91586037710677,0.018184054979596246,False,False,True,True,True
1788619781.197799,0.4775922020302368,33.066457668588974,0.020274374491239085,False,False,True,True,True
1788619781.2827828,1.3233020295006495,9.960583228948432,0.001696954693980061,False,False,True,True,True
1788619781.403072,2.7240921356936125,11.621553993107863,0.015202704600458618,False,False,True,True,True
1788619781.501282,5.250626042099326,25.76201115364736,0.03551119075120482,False,False,True,True,True
1788619781.5903282,0.8733230256240274,50.077968087417574,0.042104642827398356,False,False,True,True,True
1788619781.6918602,3.6820026034972844,27.682615768548835,0.028901782062392536,False,False,True,True,True
1788619781.803306,0.5347945692117626,28.103146478614452,0.02619235959715879,False,False,True,True,True
1788619781.8971412,1.411917083801315,9.365481546795456,0.00320987934832989,False,False,True,True,True
1788619781.9977527,1.2969710329704973,1.0897220048449674,0.00892339926401998,False,False,True,True,True
1788619782.106009,0.8586849709906565,4.148771072937672,0.00426879177822226,False,False,True,True,True
