interval_id,phase,scored,start_ts,end_ts,interval_valid,D_i,mean_velocity,mean_acceleration,movement_variance,total_blinks,gaze_deviations
215,CONTROL,True,1788618345.184,1788618346.754,True,1.0,3.1164985590495786,24.31236441280822,0.04527153597301742,0,3
216,CONTROL,True,1788618346.754,1788618348.442,True,1.0,1.7819180552152123,16.788711942055144,0.017700576801568137,2,0
217,CONTROL,True,1788618348.442,1788618350.013,True,1.0,1.2004361432058108,10.020420754382478,0.007699052600100252,0,0
218,CONTROL,True,1788618350.013,1788618351.688,True,1.0,1.8607077420073184,12.028582816062753,0.013600728600261475,0,0
219,CONTROL,True,1788618351.688,1788618353.237,True,1.0,1.466413115500067,13.275516173969601,0.0116194396455484,0,0
220,CONTROL,True,1788618353.237,1788618354.751,True,1.0,1.9340572253072539,12.262630625321743,0.013442833911591009,0,0
221,CONTROL,True,1788618354.751,1788618356.273,True,1.0,1.8062366183916678,13.156999900759535,0.016877165977888405,0,0
222,CONTROL,True,1788618356.273,1788618357.785,True,1.0,1.8885445045420468,12.000664914845682,0.014967290989335824,0,0
223,CONTROL,True,1788618357.785,1788618359.301,True,1.0,1.5247417897725788,13.501753970113748,0.011351258239197847,0,0
224,CONTROL,True,1788618359.301,1788618360.803,True,1.0,1.0655479433597381,10.6965811093148,0.0069931070943502595,0,0
225,CONTROL,True,1788618360.803,1788618362.53,True,1.0,1.6120501282832547,15.706818408151184,0.011563176010288752,0,0
226,CONTROL,True,1788618362.53,1788618364.142,True,1.0,2.812557096618991,28.82350990521553,0.03617325256392906,0,0
227,CONTROL,True,1788618364.142,1788618365.885,True,1.0,2.3150049145724942,18.047052060057812,0.027550140272552245,1,0
228,CONTROL,True,1788618365.885,1788618367.491,True,1.0,1.5616211347239377,13.491028731162915,0.012121574285908127,0,0
229,CONTROL,True,1788618367.491,1788618369.058,True,1.0,1.6150946254247642,11.522725043219102,0.011153050594724271,1,0
230,CONTROL,True,1788618369.058,1788618370.757,True,1.0,1.847645124331847,19.328765294190493,0.018472045012358117,1,0
231,CONTROL,True,1788618370.757,1788618372.384,True,1.0,1.794158268001008,8.40588934994422,0.016451086902414872,0,0
